"gemeinde_kennziffer";"l_untergrenze";"exponierte";"l_zentral";"metrik";"quelle";"kartierungsumfang";"datenquelle";"bundesland_kreis_code";"Bundesland_Code";"Kreis_Code";"Kreis_Name"
"06431019";"70";"200";"72";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"75";"4";"77";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"50";"206";"52";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"55";"212";"57";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"60";"238";"62";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"65";"18";"67";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431019";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"55";"3460";"57";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"60";"1429";"62";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"65";"486";"67";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"70";"36";"72";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"75";"38";"77";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"50";"2200";"52";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"55";"1018";"57";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"60";"120";"62";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"65";"34";"67";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431020";"70";"11";"72";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"55";"209";"57";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"60";"162";"62";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"65";"80";"67";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"70";"67";"72";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"50";"168";"52";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"55";"92";"57";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"60";"69";"62";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431021";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"55";"1742";"57";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"60";"444";"62";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"65";"280";"67";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"70";"143";"72";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"50";"893";"52";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"55";"308";"57";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"60";"222";"62";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431022";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06431200";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06431";"06";"431";"Bergstraße"
"06432001";"55";"1839";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"60";"694";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"65";"309";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"70";"39";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"50";"1284";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"55";"439";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"60";"99";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432001";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"55";"624";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"60";"430";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"65";"318";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"70";"102";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"50";"455";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"55";"314";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"60";"139";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432002";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"55";"1542";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"60";"663";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"65";"319";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"70";"86";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"50";"955";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"55";"521";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"60";"140";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"65";"2";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432003";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"55";"1416";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"60";"454";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"65";"316";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"70";"168";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"75";"4";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"50";"723";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"55";"367";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"60";"173";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"65";"15";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432004";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"55";"1180";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"60";"372";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"65";"162";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"70";"144";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"50";"724";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"55";"191";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"60";"153";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432005";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"55";"441";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"60";"65";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"65";"2";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"70";"3";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"50";"244";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"55";"14";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"60";"2";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432006";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432007";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"55";"2859";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"60";"1593";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"65";"1185";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"70";"448";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"75";"37";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"50";"2220";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"55";"1631";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"60";"643";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"65";"77";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432008";"70";"1";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"55";"218";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"60";"171";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"65";"159";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"70";"288";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"75";"20";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"50";"172";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"55";"148";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"60";"308";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"65";"41";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432009";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"55";"325";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"60";"160";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"65";"152";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"70";"72";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"75";"8";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"50";"190";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"55";"148";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"60";"93";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"65";"13";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432010";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"55";"650";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"60";"300";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"65";"255";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"70";"201";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"50";"343";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"55";"282";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"60";"174";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"65";"1";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432011";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432012";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"55";"0";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"60";"0";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"65";"0";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"70";"0";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"50";"0";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"55";"0";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"60";"0";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432013";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"55";"364";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"60";"189";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"65";"117";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"70";"64";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"75";"15";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"50";"207";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"55";"132";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"60";"91";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"65";"19";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432014";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"55";"762";"57";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"60";"364";"62";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"65";"257";"67";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"70";"315";"72";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"75";"0";"77";"lden";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"50";"501";"52";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"55";"271";"57";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"60";"333";"62";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"65";"0";"67";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
"06432015";"70";"0";"72";"lnight";"Straße";"major";"Bundesland";"06432";"06";"432";"Darmstadt-Dieburg"
